time,kind,loadId,deviceId,department,page,buildId,totalMs,interactiveMs,firstSnapshotMs,label
"09/08/2026, 23:57:45",page_load,12c0ac54-a6bc-4daa-ae68-4de2c3af029d_1786300063530,12c0ac54-a6bc-4daa-ae68-4de2c3af029d,Engineering,Engineering,dev,3052,3052,,Engineering load
"09/08/2026, 22:20:55",page_load,f3865457-284b-48b5-85da-e95ca4ff6cb6_1786294255036,f3865457-284b-48b5-85da-e95ca4ff6cb6,Biochemistry,Biochemistry,dev,787.6999999880791,68.5,68.5,Biochemistry load
"09/08/2026, 22:17:25",page_load,9e0bbaf8-dd53-4975-aa14-7ebe2a20418d_1786294037024,9e0bbaf8-dd53-4975-aa14-7ebe2a20418d,Registration,Mango,dev,9344,,,Mango load
"09/08/2026, 20:35:24",page_load,f3865457-284b-48b5-85da-e95ca4ff6cb6_1786287924517,f3865457-284b-48b5-85da-e95ca4ff6cb6,Validator,Validator,dev,642.5999999940395,74.90000000596046,74.90000000596046,Validator load
"09/08/2026, 20:33:13",page_load,f3865457-284b-48b5-85da-e95ca4ff6cb6_1786287792351,f3865457-284b-48b5-85da-e95ca4ff6cb6,Backroom,Backroom,dev,1011.0999999940395,131.09999999403954,131.09999999403954,Backroom load
"09/08/2026, 20:31:57",page_load,9e0bbaf8-dd53-4975-aa14-7ebe2a20418d_1786287715746,9e0bbaf8-dd53-4975-aa14-7ebe2a20418d,Backroom,Backroom,dev,1702,659,659,Backroom load
"09/08/2026, 20:25:15",page_load,f3865457-284b-48b5-85da-e95ca4ff6cb6_1786287314875,f3865457-284b-48b5-85da-e95ca4ff6cb6,Validator,Validator,dev,593.5,75.5,75.5,Validator load
"09/08/2026, 20:23:40",page_load,f3865457-284b-48b5-85da-e95ca4ff6cb6_1786287220187,f3865457-284b-48b5-85da-e95ca4ff6cb6,Coagulation,Coagulation,dev,722.5,195.20000000298023,195.20000000298023,Coagulation load
"09/08/2026, 20:23:12",page_load,f3865457-284b-48b5-85da-e95ca4ff6cb6_1786287191989,f3865457-284b-48b5-85da-e95ca4ff6cb6,Haematology,Haematology,dev,768.2999999970198,199.1000000089407,199.1000000089407,Haematology load
"09/08/2026, 20:20:58",page_load,f3865457-284b-48b5-85da-e95ca4ff6cb6_1786287057530,f3865457-284b-48b5-85da-e95ca4ff6cb6,Biochemistry,Biochemistry,dev,787,187.5,187.5,Biochemistry load
"09/08/2026, 20:12:01",page_load,9e0bbaf8-dd53-4975-aa14-7ebe2a20418d_1786286516123,9e0bbaf8-dd53-4975-aa14-7ebe2a20418d,Registration,Mango,dev,6206,857,857,Mango load
"09/08/2026, 20:10:53",page_load,9e0bbaf8-dd53-4975-aa14-7ebe2a20418d_1786286449101,9e0bbaf8-dd53-4975-aa14-7ebe2a20418d,Registration,Mango,dev,4651,711,711,Mango load
"09/08/2026, 20:10:12",page_load,9e0bbaf8-dd53-4975-aa14-7ebe2a20418d_1786286410452,9e0bbaf8-dd53-4975-aa14-7ebe2a20418d,Backroom,Backroom,dev,1945,784,784,Backroom load
"09/08/2026, 17:18:54",page_load,f3865457-284b-48b5-85da-e95ca4ff6cb6_1786276134506,f3865457-284b-48b5-85da-e95ca4ff6cb6,Validator,Validator,dev,434.1000000089407,47.20000000298023,47.20000000298023,Validator load
"09/08/2026, 17:18:43",page_load,f3865457-284b-48b5-85da-e95ca4ff6cb6_1786276123556,f3865457-284b-48b5-85da-e95ca4ff6cb6,Validator,Validator,dev,589.1999999880791,101.79999999701977,101.79999999701977,Validator load
"09/08/2026, 17:17:57",page_load,f3865457-284b-48b5-85da-e95ca4ff6cb6_1786276075879,f3865457-284b-48b5-85da-e95ca4ff6cb6,Registration,Mango,dev,2475.7999999970198,51.70000000298023,51.70000000298023,Mango load
"09/08/2026, 17:17:23",page_load,f3865457-284b-48b5-85da-e95ca4ff6cb6_1786276042720,f3865457-284b-48b5-85da-e95ca4ff6cb6,Validator,Validator,dev,541.4000000059605,120,120,Validator load
"09/08/2026, 17:17:16",page_load,f3865457-284b-48b5-85da-e95ca4ff6cb6_1786276035446,f3865457-284b-48b5-85da-e95ca4ff6cb6,Validator,Validator,dev,1092.2000000029802,784.5999999940395,784.5999999940395,Validator load
"09/08/2026, 17:03:03",page_load,cc7d1a36-1d12-4637-8600-589cc3e066d7_1786275182852,cc7d1a36-1d12-4637-8600-589cc3e066d7,Validator,Validator,dev,545,87,87,Validator load
"09/08/2026, 17:02:54",page_load,cc7d1a36-1d12-4637-8600-589cc3e066d7_1786275173985,cc7d1a36-1d12-4637-8600-589cc3e066d7,Biochemistry,Biochemistry,dev,1176,,,Biochemistry load
"09/08/2026, 16:37:02",page_load,9e0bbaf8-dd53-4975-aa14-7ebe2a20418d_1786273620570,9e0bbaf8-dd53-4975-aa14-7ebe2a20418d,Outsource,Outsource,dev,2100,910,910,Outsource load
"09/08/2026, 16:30:09",page_load,cc7d1a36-1d12-4637-8600-589cc3e066d7_1786273206051,cc7d1a36-1d12-4637-8600-589cc3e066d7,Biochemistry,Biochemistry,dev,4261,,,Biochemistry load
"09/08/2026, 16:15:20",page_load,cc7d1a36-1d12-4637-8600-589cc3e066d7_1786272320189,cc7d1a36-1d12-4637-8600-589cc3e066d7,Validator,Validator,dev,670,82,82,Validator load
"09/08/2026, 16:12:00",page_load,07cb97b9-c5c9-4296-9d64-5f76b4752937_1786272119617,07cb97b9-c5c9-4296-9d64-5f76b4752937,Validator,Validator,dev,563,90,90,Validator load
"09/08/2026, 16:09:18",page_load,07cb97b9-c5c9-4296-9d64-5f76b4752937_1786271958598,07cb97b9-c5c9-4296-9d64-5f76b4752937,Coagulation,Coagulation,dev,444,33,33,Coagulation load
"09/08/2026, 16:08:39",page_load,07cb97b9-c5c9-4296-9d64-5f76b4752937_1786271918878,07cb97b9-c5c9-4296-9d64-5f76b4752937,Haematology,Haematology,dev,1520,55,55,Haematology load
"09/08/2026, 16:08:21",page_load,07cb97b9-c5c9-4296-9d64-5f76b4752937_1786271900655,07cb97b9-c5c9-4296-9d64-5f76b4752937,Coagulation,Coagulation,dev,732,140,140,Coagulation load
"09/08/2026, 16:07:57",page_load,07cb97b9-c5c9-4296-9d64-5f76b4752937_1786271875999,07cb97b9-c5c9-4296-9d64-5f76b4752937,Coagulation,Coagulation,dev,2706,,,Coagulation load
"09/08/2026, 15:32:21",page_load,181be9ea-14eb-4c98-822a-465398d3b24f_1786269739242,181be9ea-14eb-4c98-822a-465398d3b24f,InsideLab,InsideLab,dev,2434.899999976158,108.69999992847443,108.69999992847443,InsideLab load
"09/08/2026, 15:27:07",page_load,fb25b33c-7388-44ab-9596-9ec7c18f2c9d_1786269425895,fb25b33c-7388-44ab-9596-9ec7c18f2c9d,Haematology,Haematology,dev,3474.199999999255,643.8000000007451,643.8000000007451,Haematology load
"09/08/2026, 15:03:28",page_load,fb25b33c-7388-44ab-9596-9ec7c18f2c9d_1786268006481,fb25b33c-7388-44ab-9596-9ec7c18f2c9d,Validator,Validator,dev,3209,1069.9000000003725,1069.9000000003725,Validator load
"09/08/2026, 14:59:02",page_load,fb25b33c-7388-44ab-9596-9ec7c18f2c9d_1786267740512,fb25b33c-7388-44ab-9596-9ec7c18f2c9d,Validator,Validator,dev,3158.7999999988824,1137,1137,Validator load
"09/08/2026, 14:52:24",page_load,fb25b33c-7388-44ab-9596-9ec7c18f2c9d_1786267329020,fb25b33c-7388-44ab-9596-9ec7c18f2c9d,Validator,Validator,dev,15956.400000000373,,,Validator load
"09/08/2026, 14:50:26",page_load,fb25b33c-7388-44ab-9596-9ec7c18f2c9d_1786267216320,fb25b33c-7388-44ab-9596-9ec7c18f2c9d,Registration,Mango,dev,12963,2581,2581,Mango load
"09/08/2026, 14:49:44",error,fb25b33c-7388-44ab-9596-9ec7c18f2c9d_1786262237016,fb25b33c-7388-44ab-9596-9ec7c18f2c9d,Registration,Mango,dev,,,,"FIRESTORE (12.4.0) INTERNAL ASSERTION FAILED: Unexpected state (ID: b815) CONTEXT: {""Pc"":""Error: FIRESTORE (12.4.0) INTERNAL ASSERTION FAILED: Unexpected state (ID: b7de) CONTEXT: {\""batchId\"":#}\n    at ff (https://mango-ui.vercel.app/assets/EngTelemetry--3l-WCbT.js:473:273)\n    at q (https://mango-ui.vercel.app/assets/EngTelemetry--3l-WCbT.js:473:361)\n    at https://mango-ui.vercel.app/assets/EngTelemetry--3l-WCbT.js:#:172\n    at https://mango-ui.vercel.app/assets/EngTelemetry--3l-WCbT.js:6"
"09/08/2026, 14:49:11",error,fb25b33c-7388-44ab-9596-9ec7c18f2c9d_1786262237016,fb25b33c-7388-44ab-9596-9ec7c18f2c9d,Registration,Mango,dev,,,,"Uncaught Error: FIRESTORE (12.4.0) INTERNAL ASSERTION FAILED: Unexpected state (ID: b815) CONTEXT: {""Pc"":""Error: FIRESTORE (12.4.0) INTERNAL ASSERTION FAILED: Unexpected state (ID: b7de) CONTEXT: {\""batchId\"":#}\n    at ff (https://mango-ui.vercel.app/assets/EngTelemetry--3l-WCbT.js:473:273)\n    at q (https://mango-ui.vercel.app/assets/EngTelemetry--3l-WCbT.js:473:361)\n    at https://mango-ui.vercel.app/assets/EngTelemetry--3l-WCbT.js:#:172\n    at https://mango-ui.vercel.app/assets/EngTelemet"
